number,answer,level
1191,1+1=√9-1,hard
1192,11-9=2;1¹=√9-2;1=1*√9-2;1/1=√9-2;11=9+2;1*1=√9-2,easy
1195,1+1+√9=5,hard
1197,1+1=9-7,hard
1198,1*1=9-8;1/1=9-8;1¹=9-8;11-√9=8;1=1*9-8;11=√9+8,easy
1200,12*0=0;1-2⁰=0;1=2⁰+0;1/2*0=0;1²*0=0;1=2⁰-0;1*2*0=0,easy
1202,1*2+0=2;1+2⁰=2;1*2=0+2;1*2-0=2,easy
1203,1+2-0=3;1+2+0=3;1+2=0+3,easy
1204,1+2⁰=√4;1*2=0+√4;1*2-0=√4;1*2+0=√4,medium
1209,1+2+0=√9;1+2-0=√9;1+2=0+√9,medium
1210,1=2-1⁰;1=2-1-0;1=2-1+0;1²=1-0;1²=1+0;1-2+1=0;1²-1=0,easy
1219,1+2/1=√9;1+2=1*√9;1+2¹=√9;1+2*1=√9;1*2+1=√9,medium
1222,1=2-2/2;1+2/2=2;1²=2/2;1²*2=2,easy
1223,1=2²-3;1=2*2-3;1=2+2-3;1-2=2-3;1²+2=3,easy
1225,1+2²=5;1+2+2=5;1+2*2=5,easy
1226,12/2=6;12=2*6,easy
1229,1=2+2-√9;1-2=2-√9;1=2*2-√9;1=2²-√9;1²+2=√9,medium
1230,1+2-3=0;1+2=3+0;1+2=3-0;1=2-3⁰,easy
1231,1+2=3¹;1*2=3-1;1+2=3/1;1+2=3*1,easy
1232,1=2-3+2;1-2+3=2;1²=3-2,easy
1233,1²=3/3;1²*3=3;1=2-3/3,medium
1235,1=2*3-5;1*2+3=5,easy
1237,1+2*3=7,hard
1239,1²*3=√9;12-3=9;1=2-3/√9;1²=3/√9;12=3+9,easy
1245,1=2+4-5;1²+4=5;1-2=4-5;1+2*√4=5;1+2+√4=5,easy
1246,1*2+4=6;12/√4=6;12=√4*6,medium
1247,1=2*4-7;1+2+4=7,easy
1250,1=2-5⁰,hard
1252,1+2=5-2,hard
1253,1*2=5-3,hard
1254,1=2-5+4;1+2=5-√4;1²=5-4;1-2+5=4,easy
1255,1=2-5/5;1²=5/5;1²*5=5,medium
1256,1=2+5-6;1-2=5-6;1²+5=6,easy
1257,12-5=7;12=5+7;1*2+5=7,easy
1258,1+2+5=8,hard
1259,1*2=5-√9;1=2*5-9,medium
1260,1=2-6⁰,hard
1262,12/6=2;1+2=6/2;12=6*2,easy
1264,1+2=6/√4;1*2=6-4;12/6=√4;12=6*√4,medium
1265,1-2+6=5;1²=6-5;1=2-6+5,easy
1266,1²=6/6;12=6+6;1²*6=6;1=2-6/6;12-6=6,easy
1267,1-2=6-7;1²+6=7;1=2+6-7,easy
1268,1*2+6=8,hard
1269,1+2+6=9;1*2=6/√9;1+2=6-√9;1=2/6*√9;1/2*6=√9,medium
1270,1=2-7⁰,hard
1274,1+2=7-4,hard
1275,1*2=7-5;12-7=5;12=7+5,easy
1276,1-2+7=6;1²=7-6;1=2-7+6,easy
1277,1²*7=7;1²=7/7;1=2-7/7,medium
1278,1²+7=8;1-2=7-8;1=2+7-8,easy
1279,1*2+7=9,hard
1280,1=2-8⁰,hard
1285,1+2=8-5,hard
1286,1*2=8-6,hard
1287,1-2+8=7;1=2-8+7;1²=8-7,easy
1288,1=2-8/8;1²*8=8;1²=8/8,medium
1289,1-2=8-9;1=2+8-9;1²+8=9,easy
1290,1+2=√9+0;1+2=√9-0;1=2-√9⁰;1+2-√9=0;1²=√9⁰;1=2-9⁰,medium
1291,1*2=√9-1;1+2=√9¹;1+2=√9/1;1+2=√9*1,medium
1292,1=2-√9+2;1²=√9-2;1-2+√9=2,medium
1293,12-9=3;1+2=9/3;1=2-√9/3;1²*√9=3;1²=√9/3;12=9+3,easy
1295,1=2*√9-5;1*2+√9=5,hard
1296,1=2*√9/6;1*2*√9=6;1+2+√9=6;1+2=9-6;1/2=√9/6,medium
1297,1*2=9-7;1+2*√9=7,medium
1298,1-2+9=8;1=2-9+8;1²=9-8,easy
1300,1-3⁰=0;1=3⁰+0;1/3*0=0;1=3⁰-0;13*0=0;1*3*0=0,easy
1301,1-3*0=1;1*3⁰=1;1=3⁰*1;1/3⁰=1;1=3*0+1;1=3⁰/1;1+3*0=1,easy
1302,1=3+0-2;1=3-0-2;1-3=0-2;1+3⁰=2,easy
1303,1*3-0=3;1*3=0+3;1*3+0=3,easy
1304,1=3-0-√4;1+3-0=4;1+3=0+4;1+3⁰=√4;1-3=0-√4;1+3+0=4;1=3+0-√4,easy
1309,1*3=0+√9;1*3-0=√9;1*3+0=√9,medium
1311,1=3-1-1,hard
1315,1+3+1=5,hard
1320,1=3-2+0;1=3-2-0;1-3+2=0,easy
1322,1+3=2²;1+3-2=2;1+3=2+2;1+3=2*2,easy
1324,1+3=2*√4;1+3-2=√4;1=3+2-4;1-3=2-4;1+3=2+√4,easy
1325,1=3*2-5;1*3+2=5,easy
1327,1+3*2=7,hard
1328,1=3²-8,hard
1329,1=3²/9;1*3²=9,hard
1332,1+3/3=2,hard
1334,1+3/3=√4,hard
1335,1-3=3-5;1=3+3-5,easy
1336,1*3+3=6,hard
1337,1+3+3=7,hard
1338,1=3*3-8,hard
1339,1/3=3/9;1=3*3/9;1*3*3=9,easy
1340,1=3-√4-0;1+3-4=0;1+3=4+0;1=3-√4+0;1-3+√4=0;1+3=4-0,easy
1342,1+3=√4*2;1=3-4+2;1+3=√4²;1=3-4/2;1+3=√4+2;1+3-√4=2;1-3+4=2,easy
1345,1*3+√4=5;1=3*√4-5,hard
1346,1-3=4-6;1=3*√4/6;1=3+4-6;1*3*√4=6;1+3+√4=6;1/3=√4/6,easy
1347,1*3+4=7;1+3*√4=7,medium
1348,1+3+4=8,hard
1349,13-4=9;13=4+9,easy
1351,1+3=5-1,hard
1352,1*3=5-2,hard
1353,1=3-5+3;1-3+5=3,easy
1354,1*3=5-√4,hard
1357,1=3+5-7;1-3=5-7,easy
1358,1*3+5=8;13=5+8;13-5=8,easy
1359,1-3+5=√9;1+3+5=9;1=3-5+√9,medium
1363,1=3-6/3;1*3=6-3,easy
1364,1*3=6/√4;1=3-6+4;1-3+6=4;1/3*6=√4;1+3=6-√4;1=3/6*√4,easy
1367,13-6=7;13=6+7,easy
1368,1-3=6-8;1=3+6-8,easy
1369,1*3=6-√9;1=3-6/√9;1*3+6=9,medium
1373,1+3=7-3,hard
1374,1*3=7-4,hard
1375,1-3+7=5;1=3-7+5,easy
1376,13-7=6;13=7+6,easy
1379,1-3=7-9;1=3+7-9;1+3=7-√9,easy
1382,1+3=8/2,hard
1384,1+3=8/√4;1+3=8-4;1=3-8/4,easy
1385,13=8+5;1*3=8-5;13-8=5,easy
1386,1-3+8=6;1=3-8+6,easy
1390,1*3=√9+0;1*3=√9-0;1=3/√9+0;1=3/√9-0;1-3/√9=0;1*3-√9=0,medium
1392,1+3/√9=2,hard
1393,1*3=9/3;1/3*9=3;1=3/9*3,easy
1394,13=9+4;1+3/√9=√4;13-9=4,easy
1395,1=3+√9-5;1-3=√9-5;1+3=9-5,medium
1396,1*3=9-6;1*3+√9=6,medium
1397,1-3+9=7;1+3+√9=7;1=3-9+7,easy
1398,1=3*√9-8,hard
1399,1=3*√9/9;1=3/9*√9;1/3=√9/9;1/3*9=√9;1*3=9/√9;1*3*√9=9,medium
1402,1*√4-0=2;1+4⁰=2;1*√4+0=2;1+√4⁰=2;1*√4=0+2,medium
1403,1+√4+0=3;1-4=0-3;1=4+0-3;1+√4-0=3;1+√4=0+3;1=4-0-3,easy
1405,1+4-0=5;1+4+0=5;1+4=0+5,easy
1409,1=4+0-√9;1+√4+0=√9;1=4-0-√9;1-4=0-√9;1+√4=0+√9;1+√4-0=√9,medium
1410,1=√4-1⁰;1=√4-1+0;1=√4-1-0;1-√4+1=0,medium
1416,1+4+1=6,hard
1420,1=√4/2+0;1*√4=2+0;1=√4/2-0;1-√4/2=0;1*√4=2-0;1=√4-2⁰;1*√4-2=0,medium
1423,1=√4+2-3;1=√4*2-3;1=√4²-3;1+4=2+3;1+4-2=3;1+4/2=3;1-√4=2-3,easy
1425,1+√4+2=5;1=4+2-5;1-4=2-5;1+√4*2=5;1+√4²=5,easy
1426,1*4+2=6,hard
1428,1=4*2/8;1*4*2=8;1/4=2/8,easy
1430,1=4-3+0;1=4-3-0;1=√4-3⁰;1+√4=3+0;1+√4=3-0;1+√4-3=0;1-4+3=0,easy
1432,1-√4+3=2;1=√4-3+2;1+4=3+2;1+4-3=2,easy
1433,1=√4-3/3,hard
1434,1=√4+3-4;1-√4+3=√4;1+4=3+√4;1+4-3=√4;1-√4=3-4;1=√4-3+√4,medium
1435,1=√4*3-5;1*√4+3=5,hard
1436,1+√4+3=6;1=√4*3/6;1=4+3-6;1*√4*3=6;1/√4=3/6;1-4=3-6,easy
1437,1+√4*3=7;1*4+3=7,medium
1438,1+4+3=8,hard
1439,1=√4-3/√9,hard
1445,1+√4+√4=5;1-√4=4-5;1=√4+4-5;1+√4*√4=5;1-4=√4-5;1=4+√4-5,medium
1446,1*4+√4=6;1*√4+4=6,hard
1448,1*√4*4=8;1/4=√4/8;1/√4=4/8;1*4+4=8;1=4*√4/8;1=√4*4/8;1*4*√4=8,medium
1450,1=√4-5⁰;1+4=5-0;1+4-5=0;1+4=5+0,easy
1451,1+4=5/1;1+4=5*1;1*4=5-1;1+4=5¹,easy
1452,1=4-5+2;1-4+5=2;1+√4=5-2,easy
1453,1*√4=5-3,hard
1454,1+√4=5-√4;1-√4+5=4;1=√4-5+4;1-4+5=√4;1=4-5+√4,medium
1455,1=√4-5/5,hard
1456,1-√4=5-6;1=√4+5-6,hard
1457,1*√4+5=7,hard
1458,1=4+5-8;1-4=5-8;1+√4+5=8,easy
1459,1=√4*5-9;1*4+5=9;1*√4=5-√9;14=5+9;14-5=9,easy
1460,1=√4-6⁰,hard
1461,1+4=6-1,hard
1462,1+√4=6/2;1=4-6/2;1*4=6-2,easy
1463,1/√4*6=3;1+√4=6-3;1=√4/6*3;1-4+6=3;1=4-6+3;1*√4=6/3,easy
1464,1*√4=6-4;1+√4=6/√4;1=4-6/√4;1*4=6-√4,medium
1465,1-√4+6=5;1=√4-6+5,hard
1466,1=√4-6/6,hard
1467,1-√4=6-7;1=√4+6-7,hard
1468,14=6+8;1*√4+6=8;14-6=8,easy
1470,1=√4-7⁰,hard
1472,14/7=2;1+4=7-2;14=7*2,easy
1473,1*4=7-3,hard
1474,1-4+7=4;1=4-7+4;1+√4=7-4;14=7*√4;14/7=√4;1+4=7-√4,easy
1475,1*√4=7-5,hard
1476,1=√4-7+6;1-√4+7=6,hard
1477,1=√4-7/7;14-7=7;14=7+7,easy
1478,1=√4+7-8;1-√4=7-8,hard
1479,1*4=7-√9;1*√4+7=9,hard
1480,1=√4-8⁰,hard
1482,1=4/8*2;1/4*8=2;1*4=8/2,easy
1483,1+4=8-3,hard
1484,1/√4*8=4;1*4=8-4;1*√4=8/4;1/4*8=√4;1=4/8*√4;1*4=8/√4;1=√4/8*4,medium
1485,1=4-8+5;1-4+8=5;1+√4=8-5,easy
1486,1*√4=8-6;14-8=6;14=8+6,easy
1487,1-√4+8=7;1=√4-8+7,hard
1488,1=√4-8/8,hard
1489,1+4=8-√9;1=√4+8-9;1-√4=8-9,medium
1492,1+4-√9=2;1-√4+√9=2;1+4=√9+2;1=√4-√9+2,medium
1493,1=√4-√9/3;1+√4=9/3;1=4-9/3,medium
1494,1=√4+√9-4;1+4=√9+√4;1-√4+√9=√4;1-√4=√9-4;1+4=9-4;1=√4-√9+√4;1+4-√9=√4,medium
1495,1*4=9-5;1=√4*√9-5;14=9+5;14-9=5;1*√4+√9=5,easy
1497,1*√4=9-7;1*4+√9=7;1+√4*√9=7,medium
1498,1+4+√9=8;1-√4+9=8;1=√4-9+8,medium
1499,1+√4=9/√9;1=√4-√9/√9;1=4-9/√9;1=√4-9/9,medium
1500,1=5⁰+0;1/5*0=0;15*0=0;1*5*0=0;1-5⁰=0;1=5⁰-0,easy
1501,1=5⁰/1;1=5⁰*1;1+5*0=1;1=5*0+1;1/5⁰=1;1-5*0=1;1*5⁰=1,easy
1502,1+5⁰=2,hard
1504,1-5=0-4;1+5⁰=√4;1=5-0-4;1=5+0-4,easy
1505,1*5-0=5;1*5=0+5;1*5+0=5,easy
1506,1+5=0+6;1+5-0=6;1+5+0=6,easy
1513,1=5-1-3,hard
1517,1+5+1=7,hard
1519,1=5-1-√9,hard
1522,1=5-2-2;1=5-2*2;1=5-2²,easy
1523,1*5=2+3;1+5=2*3;1*5-2=3,easy
1524,1=5-2*√4;1+5-2=4;1+5=2+4;1=5-2-√4,easy
1526,1-5=2-6;1=5+2-6,easy
1527,1*5+2=7,hard
1528,1+5+2=8,hard
1529,1*5=2+√9;1*5-2=√9;1=5*2-9;1+5=2*√9,medium
1531,1=5-3-1,hard
1532,1*5=3+2;1+5=3*2;1*5-3=2,easy
1533,1+5-3=3;1+5=3+3,easy
1534,1*5-3=√4;1*5=3+√4;1+5=3*√4,medium
1535,15=3*5;15/3=5,easy
1537,1-5=3-7;1=5+3-7,easy
1538,1*5+3=8,hard
1539,1+5-3=√9;1+5+3=9;1+5=3+√9,medium
1540,1=5-4-0;1-5+4=0;1=5-4+0,easy
1542,1=5-√4²;1+5=4+2;1=5-√4-2;1=5-√4*2;1+5-4=2,easy
1543,1*5-√4=3;1*5=√4+3;1+5=√4*3,medium
1544,1+5-4=√4;1+5-√4=4;1=5-√4*√4;1=5-√4-√4;1+5=√4+4;1+5=4+√4,medium
1546,1=5+√4-6;1-5=√4-6,hard
1547,1*5+√4=7,hard
1548,1+5+√4=8;1-5=4-8;1=5+4-8,easy
1549,1*5=√4+√9;1=5*√4-9;1*5+4=9;1+5=√4*√9;1*5-√4=√9,medium
1552,1+5/5=2,hard
1553,15/5=3;15=5*3,easy
1554,1+5/5=√4,hard
1559,15/5=√9;1-5=5-9;1=5+5-9;15=5*√9,easy
1560,1+5=6-0;1+5=6+0;1+5-6=0,easy
1561,1*5=6-1;1+5=6/1;1+5=6¹;1+5=6*1,easy
1562,1=5-6+2;1-5+6=2,easy
1564,1-5+6=√4;1=5-6+√4,hard
1569,15-6=9;15=6+9,easy
1571,1+5=7-1,hard
1572,1*5=7-2,hard
1573,1-5+7=3;1=5-7+3,easy
1574,1*5=7-√4,hard
1578,15=7+8;15-7=8,easy
1579,1=5-7+√9;1-5+7=√9,hard
1582,1+5=8-2;1=5-8/2,easy
1583,1*5=8-3,hard
1584,1-5+8=4;1=5-8/√4;1=5-8+4;1+5=8-√4,easy
1587,15=8+7;15-8=7,easy
1589,1*5=8-√9,hard
1591,1=5-√9-1,hard
1592,1*5-√9=2;1+5=√9*2;1*5=√9+2,medium
1593,1+5-√9=3;1+5=9-3;1+5=√9+3,medium
1594,1+5=√9*√4;1*5-√9=√4;1*5=√9+√4;1*5=9-4,medium
1595,15/√9=5;1-5+9=5;1=5-9+5;15=√9*5,easy
1596,15=9+6;15-9=6,easy
1597,1=5+√9-7;1-5=√9-7,hard
1598,1*5+√9=8,hard
1599,1+5=√9+√9;1+5+√9=9;1+5=9-√9;1+5-√9=√9,medium
1600,1-6⁰=0;1=6⁰+0;1/6*0=0;1=6⁰-0;1*6*0=0;16*0=0,easy
1601,1*6⁰=1;1=6⁰/1;1/6⁰=1;1-6*0=1;1=6*0+1;1+6*0=1;1=6⁰*1,easy
1602,1+6⁰=2,hard
1604,1+6⁰=√4,hard
1605,1-6=0-5;1=6+0-5;1=6-0-5,easy
1606,1*6+0=6;1*6-0=6;1*6=0+6,easy
1607,1+6+0=7;1+6=0+7;1+6-0=7,easy
1614,1=6-1-4,hard
1618,1+6+1=8,hard
1622,1=6/2-2,hard
1624,1=6/2-√4;1*6=2+4;1+6/2=4;1*6-2=4,easy
1625,1+6=2+5;1+6-2=5,easy
1627,1-6=2-7;1=6+2-7,easy
1628,16=2*8;1*6+2=8;16/2=8,easy
1629,1+6+2=9;1=6-2-√9;1*6/2=√9;1=6/2/√9;1*6=2*√9,medium
1631,1=6/3-1,hard
1633,1+6/3=3;1*6-3=3;1*6=3+3,easy
1634,1+6-3=4;1*6=3*√4;1+6=3+4;1=6-3-√4;1=6/3/√4;1*6/3=√4,easy
1638,1-6=3-8;1=6+3-8,easy
1639,1*6+3=9;1+6/3=√9;1*6=3+√9;1*6-3=√9,medium
1641,1=6-4-1,hard
1642,1=6/√4-2;1*6=4+2;1*6-4=2,easy
1643,1=6/√4/3;1*6=√4*3;1+6-4=3;1=6-√4-3;1*6/√4=3;1+6=4+3,easy
1645,1+6=√4+5;1+6-√4=5,hard
1647,1=6+√4-7;1-6=√4-7,hard
1648,16=√4*8;1*6+√4=8;16/√4=8,medium
1650,1-6+5=0;1=6-5-0;1=6-5+0,easy
1652,1+6-5=2;1+6=5+2,easy
1654,1+6=5+√4;1+6-5=√4,hard
1662,1+6/6=2,hard
1664,1+6/6=√4,hard
1670,1+6-7=0;1+6=7+0;1+6=7-0,easy
1671,1*6=7-1;1+6=7/1;1+6=7¹;1+6=7*1,easy
1672,1=6-7+2;1-6+7=2,easy
1674,1-6+7=√4;1=6-7+√4,hard
1679,16-7=9;16=7+9,easy
1681,1+6=8-1,hard
1682,1*6=8-2;16=8*2;16/8=2,easy
1683,1=6-8+3;1-6+8=3,easy
1684,16/8=√4;1*6=8-√4;16=8*√4,medium
1688,16-8=8;16=8+8,easy
1689,1=6-8+√9;1-6+8=√9,hard
1691,1=6/√9-1,hard
1692,1=6-√9-2;1+6=9-2;1*6=√9*2;1*6/√9=2;1=6/√9/2,medium
1693,1+6/√9=3;1*6=9-3;1*6-√9=3;1*6=√9+3,medium
1697,16-9=7;16=9+7,easy
1698,1-6=√9-8;1=6+√9-8,hard
1699,1+6/√9=√9;1*6=√9+√9;1*6=9-√9;1*6+√9=9;1*6-√9=√9,medium
1700,1*7*0=0;1/7*0=0;1=7⁰+0;1-7⁰=0;1=7⁰-0;17*0=0,easy
1701,1*7⁰=1;1-7*0=1;1=7⁰*1;1=7*0+1;1+7*0=1;1/7⁰=1;1=7⁰/1,easy
1702,1+7⁰=2,hard
1704,1+7⁰=√4,hard
1706,1=7+0-6;1=7-0-6;1-7=0-6,easy
1707,1*7=0+7;1*7+0=7;1*7-0=7,easy
1708,1+7=0+8;1+7-0=8;1+7+0=8,easy
1715,1=7-1-5,hard
1719,1+7+1=9,hard
1723,1=7-2*3,hard
1724,1=7-2-4;1+7=2*4,easy
1725,1*7-2=5;1*7=2+5,easy
1726,1+7-2=6;1+7=2+6,easy
1728,1=7+2-8;1-7=2-8,easy
1729,1*7+2=9;1=7-2*√9,medium
1732,1=7-3*2,hard
1733,1=7-3-3,hard
1734,1*7=3+4;1=7-3*√4;1*7-3=4,easy
1735,1+7-3=5;1+7=3+5,easy
1739,1=7-3-√9;1-7=3-9;1=7+3-9,easy
1742,1+7=4*2;1=7-4-2,easy
1743,1*7-4=3;1*7=4+3;1=7-√4*3,easy
1744,1=7-√4-4;1+7=4+4;1+7=√4*4;1+7=4*√4;1=7-4-√4;1+7-4=4,easy
1745,1*7-√4=5;1*7=√4+5,hard
1746,1+7-√4=6;1+7=√4+6,hard
1748,1-7=√4-8;1=7+√4-8,hard
1749,1*7-4=√9;1*7=4+√9;1*7+√4=9;1=7-√4*√9,medium
1751,1=7-5-1,hard
1752,1*7=5+2;1*7-5=2,easy
1753,1+7=5+3;1+7-5=3,easy
1754,1*7-5=√4;1*7=5+√4,hard
1759,1+7-5=√9;1+7=5+√9,hard
1760,1=7-6+0;1-7+6=0;1=7-6-0,easy
1762,1+7=6+2;1+7-6=2,easy
1764,1+7=6+√4;1+7-6=√4,hard
1772,1+7/7=2,hard
1774,1+7/7=√4,hard
1780,1+7=8-0;1+7-8=0;1+7=8+0,easy
1781,1*7=8-1;1+7=8/1;1+7=8*1;1+7=8¹,easy
1782,1=7-8+2;1-7+8=2,easy
1784,1=7-8+√4;1-7+8=√4,hard
1789,17=8+9;17-8=9,easy
1791,1+7=9-1,hard
1792,1=7-√9*2;1*7=9-2,medium
1793,1=7-√9-3;1-7+9=3;1=7-9+3,easy
1794,1*7=√9+4;1*7-√9=4;1*7=9-√4;1=7-√9*√4,medium
1795,1+7=√9+5;1+7-√9=5,hard
1798,17-9=8;17=9+8,easy
1799,1=7-9+√9;1-7+9=√9;1-7=√9-9;1=7+√9-9;1=7-√9-√9,medium
1800,18*0=0;1*8*0=0;1=8⁰-0;1-8⁰=0;1/8*0=0;1=8⁰+0,easy
1801,1=8*0+1;1+8*0=1;1-8*0=1;1*8⁰=1;1=8⁰*1;1/8⁰=1;1=8⁰/1,easy
1802,1+8⁰=2,hard
1804,1+8⁰=√4,hard
1807,1-8=0-7;1=8+0-7;1=8-0-7,easy
1808,1*8=0+8;1*8+0=8;1*8-0=8,easy
1809,1+8+0=9;1+8=0+9;1+8-0=9,easy
1816,1=8-1-6,hard
1823,1=8/2-3,hard
1824,1*8/2=4;1*8=2*4;1=8/2/4,easy
1825,1+8/2=5;1=8-2-5,easy
1826,1*8=2+6;1*8-2=6,easy
1827,1+8-2=7;1+8=2+7,easy
1832,1+8=3²,hard
1833,1+8=3*3,hard
1834,1=8-3-4,hard
1835,1*8=3+5;1*8-3=5,easy
1839,1+8=3*√9,hard
1841,1=8/4-1,hard
1842,1=8/4/2;1*8/4=2;1*8=4*2,easy
1843,1=8/√4-3;1+8/4=3;1=8-4-3,easy
1845,1=8-√4-5;1+8/√4=5;1+8-4=5;1+8=4+5,easy
1846,1*8=√4+6;1*8-√4=6,hard
1847,1+8-√4=7;1+8=√4+7,hard
1849,1=8+√4-9;1-8=√4-9;18/√4=9;1=8/√4-√9;1=8-4-√9;18=√4*9;1+8/4=√9,medium
1852,1=8-5-2,hard
1853,1*8=5+3;1*8-5=3,easy
1854,1+8-5=4;1=8-5-√4;1+8=5+4,easy
1859,1*8=5+√9;1*8-5=√9,hard
1861,1=8-6-1,hard
